 domain, category, score, first_seen, last_seen, ports (|)
 forces.mind-magazine.ru,1,27,2014-05-29,2014-06-26,80
 freecol.sd.softonic.com,5,77,2013-05-21,2014-07-05,80
 fsd9mcm982sz4f3.yija.ru,5,122,2014-07-09,2014-07-15,80
 good.aranematsccont.biz,9,86,2013-06-13,2014-06-06,5900
 nero.sd.nl.softonic.com,5,92,2014-06-28,2014-07-07,80
 pdf2word.sd.softonic.de,5,82,2014-04-06,2014-07-08,80
 www.speedsolution.co.kr,24,52,2014-03-08,2014-05-19,80
 www.system-update.co.kr,24,122,2013-05-30,2014-05-16,80
 2138e.perfectchoice1.com,29,50,2014-03-21,2014-04-14,
 217d3.perfectchoice1.com,29,127,2014-03-31,2014-05-03,
 22cf2.perfectchoice1.com,29,127,2014-04-11,2014-05-23,
 videospin.sd.softonic.pl,5,77,2014-02-06,2014-07-07,80
 www.download-servers.com,35,125,2013-09-19,2014-06-13,80
 www.passwordunlocker.com,35,121,2013-12-08,2014-06-13,80
 amdidroxzdobpvwztwlrpc.ru,29,86,2014-06-01,2014-06-06,80
 autocashhh.hostmefree.org,29,127,2014-03-27,2014-05-03,80
 pemslx4jbqj8a8d.ozgejo.ru,5,122,2014-07-13,2014-07-16,80
 perfect365.sd.softonic.fr,5,45,2014-03-25,2014-04-28,80
 www.gestion-de-contact.fr,35,107,2013-02-11,2014-06-13,80
 2ac6-downloads.phpnuke.org,28,116,2014-06-02,2014-06-11,443
 directx.sd.softonic.com.br,5,55,2013-09-19,2014-05-15,80
 hometab.sd.en.softonic.com,5,32,2014-04-03,2014-06-28,80
 oliverstone.atwebpages.com,1,87,2013-02-25,2014-05-05,80
 static.bestapps-online.com,35,125,2014-02-27,2014-06-19,80
 youwave.sd.en.softonic.com,5,112,2012-07-27,2014-07-15,80
 120rgn0.realdatahosting.com,1,77,2014-07-07,2014-07-07,80
 2.list.fullmediastorage.com,5,117,2012-10-03,2014-06-13,80
 hyttsciijcubafhyxwbqozfu.ru,29,127,2014-06-01,2014-06-05,80
 jdpnugbc0g.pirozhkovaja.org,1,42,2013-11-19,2014-06-04,8000
 os2.bestusefuldownloads.com,5,42,2014-04-08,2014-06-19,80
 sevenheiid62.bieltorres.cat,1,107,2014-05-01,2014-07-08,80
 frostwire.sd.nl.softonic.com,5,45,2012-06-07,2014-07-08,80
 mcpatcher.sd.softonic.com.br,5,45,2014-03-28,2014-07-16,80
 pcfaster-down-th.wshifen.com,35,111,2013-12-16,2014-06-17,80
 b11470.nb.host192-168-1-2.com,1,37,2013-12-03,2014-05-02,80
 d3u81xorwuu170.cloudfront.net,35,87,2014-05-29,2014-06-27,80
 blackviolcarrrol.coffey.com.ar,1,97,2014-05-12,2014-07-08,80
 duobltccutcueafmkvxczyptgbe.ru,29,127,2014-06-06,2014-06-08,80
 kreten.banjalucke-ljepotice.ru,1,112,2010-11-26,2014-07-14,
 multicoverprint.sd.softonic.it,5,117,2014-07-15,2014-07-15,80
 superb-dca2.dl.sourceforge.net,35,123,2013-02-21,2014-06-09,80
 anagramarama.sd.en.softonic.com,5,112,2014-07-13,2014-07-14,80
 cyberlink-youcam.sd.softonic.de,5,97,2013-05-27,2014-07-11,80
 driver-turbo.sd.softonic.com.br,5,32,2014-04-20,2014-06-05,80
 free-iso-creator.sd.softonic.it,5,22,2013-12-04,2014-04-15,80
 nffieqxjzusmjdmqmvkjzhxzsw.info,29,50,2014-04-13,2014-04-13,
 vlc-media-player.sd.softonic.it,5,115,2013-10-04,2014-05-10,80
 comodo-dragon.sd.en.softonic.com,5,87,2014-04-23,2014-07-12,80
 dqmrxwkfvkofhxvfuxovkbnvxjz.info,29,127,2014-05-29,2014-05-29,80
 drivertoolkit.sd.en.softonic.com,5,90,2013-06-26,2014-03-10,80
 e30501.nb.host-domain-lookup.com,1,120,2014-05-04,2014-05-04,80
 renomear-tudo.sd.softonic.com.br,5,77,2014-06-22,2014-07-06,80
 nokia-pc-suite.sd.en.softonic.com,5,45,2013-12-04,2014-07-09,80
 wolfenstein-3d.sd.en.softonic.com,5,102,2014-07-11,2014-07-12,80
 networkstart-pogirrh.islonline.net,16,89,2014-06-28,2014-06-28,7615
 bigtriibutl.4estacoespaisagismo.com,1,112,2014-04-11,2014-07-15,80
 plants-v-zombies.sd.en.softonic.com,5,107,2012-05-18,2014-07-13,80
 audacity-portable.ud.en.softonic.com,5,102,2014-07-05,2014-07-05,80
 dragonball-evolution.sd.softonic.com,5,35,2014-05-08,2014-05-08,80
 anti-ddos-guardian.sd.en.softonic.com,5,40,2013-01-18,2014-05-08,80
 tomb-raider-legend.sd.en.softonic.com,5,92,2012-07-27,2014-07-06,80
 panda-cloud-cleaner.sd.nl.softonic.com,5,107,2014-07-05,2014-07-13,80
 euro-truck-simulator.ud.en.softonic.com,5,102,2014-04-07,2014-06-26,80
 a1742.c.akamai.net.0.1.cn.akamaitech.net,35,61,2012-08-06,2014-06-14,80
 free-wav-to-mp3-converter.sd.softonic.fr,5,77,2012-07-20,2014-07-07,80
 510ms0g2p0zn11i4s3bzv1fbc72z3m.ipcheker.com,1,87,2012-08-17,2013-02-02,80
 5p7g7v1c3k9zmv7017ijd6x8hdoo24.ipcheker.com,1,77,2012-05-17,2012-12-06,80
 66fhd479z8f2zgrx026f6s944ax59c.ipcheker.com,1,97,2014-07-11,2014-07-11,80
 c1n485lg892cco0tq343vxlk34097z.ipcheker.com,1,97,2014-07-11,2014-07-11,80
 stjkxzhz8yph17g44sh94na9v7sm4v.ipcheker.com,1,92,2011-11-07,2013-02-01,80
 acoustica-cd-dvd-label-maker.sd.softonic.com,5,35,2014-07-14,2014-07-14,80
 pack-de-motos-gta-san-andreas.sd.softonic.fr,5,77,2014-07-07,2014-07-07,80
 ec2-54-228-6-8.eu-west-1.compute.amazonaws.com,35,121,2013-09-18,2014-06-11,80
 realtek-hd-audio-drivers-xp.sd.en.softonic.com,5,122,2012-07-27,2014-07-07,80
 xn5djknbv9t2pw0zxvnpyti.camertoncommunityhall.org,35,60,2014-06-17,2014-06-17,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-0-0-0-0-0-0.info,27,38,2013-05-13,2014-04-19,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-0-0-0-0-0-0-0.info,29,127,2013-10-17,2014-05-05,80
 harry_potter_the_deathly_hallows_part_2.sd.en.softonic.com,5,107,2012-07-03,2014-07-13,80
 ubi.pl,27,85,2012-07-10,2014-06-05,80
 copy.com,35,81,2014-02-26,2014-06-18,80
 paoku.tk,27,84,2014-04-19,2014-06-04,80
 aimmr.com,35,57,2014-06-10,2014-06-12,80
 bwzub.net,29,127,2014-02-02,2014-05-26,80
 dokvf.com,29,127,2013-09-30,2014-05-17,80
 moblob.ru,37,47,2014-03-04,2014-06-03,80
 wqpqp.com,1,97,2013-08-05,2014-07-02,80
 yzaed.net,29,123,2013-09-30,2014-06-08,80
 moby-ae.ru,37,122,2013-12-24,2014-07-15,80
 rmansys.ru,1,112,2012-09-07,2014-07-15,80
 ask-like.ru,35,111,2013-10-21,2014-03-10,80
 be.difti.at,29,101,2013-01-26,2014-05-01,
 irc.zief.pl,9,125,2013-05-05,2014-06-05,80
 jensloh.com,1,37,2011-08-01,2014-07-01,80
 ktidc.co.cc,29,127,2013-10-13,2014-05-16,
 mm.ikepa.at,29,47,2013-01-23,2014-02-25,
 puzylyp.com,1,127,2011-11-05,2014-07-09,80
 qikizny.net,29,90,2013-09-28,2014-01-17,80
 triplut.net,29,127,2014-03-24,2014-06-11,80
 bpoungre.com,1,97,2013-05-09,2014-07-13,443
 cineflash.tk,27,83,2014-05-30,2014-06-03,80
 d.img001.com,35,117,2011-05-13,2014-06-14,80
 e7.sytes.net,25,120,2013-11-26,2014-05-04,80
 fiadssds.com,37,122,2013-02-14,2014-07-14,80
 fionades.com,1,117,2012-06-23,2014-07-08,80
 nbc-mail.com,1,122,2014-01-21,2014-06-05,443
 numantis.com,1,92,2014-01-29,2014-04-06,80
 tg.123yi.com,1,112,2014-06-10,2014-07-14,9898
 v7.meibu.com,1,30,2013-07-28,2014-07-04,2012 2013 2014 9898
 yeivdeyb.biz,35,67,2014-06-17,2014-06-17,80
 ever-soft.com,35,102,2012-10-02,2013-12-13,80
 getavodes.com,1,42,2012-09-17,2014-06-18,80
 icanhazip.com,17,115,2014-04-27,2014-07-12,80
 iquq.3322.org,1,62,2013-03-21,2014-02-21,8076 8000 800 2016 2010 1099 7102 2011 8086 5200 10000 1995 7788 8111 8080 549 80 31 8060 8181
 itehtxcch.com,29,59,2012-07-02,2014-05-10,
 jiji.2288.org,25,120,2014-04-10,2014-04-10,80
 n.jossven.com,9,123,2013-01-11,2014-05-28,6510 6599 6511
 pornoliks.com,1,122,2013-05-22,2014-07-16,443
 qwertqwert.tk,27,60,2014-04-05,2014-05-11,80
 sca.f3322.org,1,40,2014-06-05,2014-06-18,2015
 util.my03.com,25,120,2014-03-31,2014-03-31,80
 www.52cps.com,1,27,2014-02-16,2014-05-10,80
 boutiqueufc.ca,1,87,2014-03-18,2014-07-14,80
 coupoonice.com,5,117,2014-03-22,2014-07-14,80
 disafuwokis.eu,1,45,2012-07-20,2013-12-31,80
 dl.tuto4pc.com,35,125,2013-11-19,2014-06-15,80
 foqadobyve.com,24,116,2012-05-30,2014-07-05,80
 gadufiwabim.eu,1,117,2013-05-23,2014-06-18,80
 goldman.1x.net,1,30,2014-03-12,2014-05-06,80
 ip-address.org,17,97,2012-04-21,2014-06-17,80
 karambajobz.us,29,105,2014-05-02,2014-05-05,
 kurulumads.com,35,65,2014-04-07,2014-06-16,80
 malcolmxow.com,24,123,2013-09-04,2014-07-09,80
 ns1.dnsfor.net,35,123,2014-04-01,2014-07-14,41622 45561
 quantumlook.co,5,117,2014-07-15,2014-07-15,80
 quarkspark.org,1,92,2014-03-23,2014-06-18,80
 telstar.com.sg,1,107,2014-04-30,2014-05-16,80
 track.zugo.com,5,120,2012-08-24,2014-07-14,80
 word-server.ru,1,102,2014-05-28,2014-07-08,80
 www.tor-tv.net,5,122,2013-01-15,2014-07-12,80
 28.nsvhn987.com,15,87,2013-03-01,2014-07-11,6969
 40990.dns7u.com,29,50,2014-03-29,2014-03-29,443
 51444.domy7.net,29,50,2014-03-25,2014-03-25,81
 58.nsvhn987.com,1,92,2013-02-28,2014-07-08,8080
 apps.cdn-tg.com,35,121,2013-11-05,2014-06-12,80
 bestinstalls.ru,5,117,2013-10-11,2014-07-15,80
 cmjc.whhcd.info,9,21,2012-08-26,2014-04-01,6667
 marutistore.com,28,125,2014-04-11,2014-06-14,443
 open.ircnet.net,9,111,2011-12-06,2014-07-14,6667
 repairvideo.net,28,125,2013-12-11,2014-06-17,443
 reportbox2.info,5,122,2013-02-03,2014-07-16,80
 rgefa-bugin.com,29,100,2013-08-02,2014-06-04,80
 www.pornfat.net,1,22,2013-03-11,2014-06-11,80
 186.nsvhn987.com,15,87,2014-01-08,2014-07-07,6969
 187.nsvhn987.com,29,126,2013-02-28,2014-07-16,
 bddl.jomodns.com,35,113,2012-10-23,2014-06-14,80
 bojana.zapto.org,9,78,2014-04-06,2014-05-29,6667
 exifsoftware.com,35,53,2013-12-18,2014-06-10,80
 french.eazel.com,5,67,2011-07-09,2014-06-18,80
 itosemc.i-cg.com,30,23,2014-03-30,2014-04-04,5721
 lyzukyfotoqy.com,24,66,2013-05-07,2014-07-06,80
 negociador.co.cc,27,55,2013-06-18,2014-05-06,80
 premiumsave.info,1,32,2012-01-09,2014-07-03,80
 sadhanaindia.net,29,124,2014-02-26,2014-07-07,
 ss.memehehz.info,9,38,2010-03-09,2014-05-16,8080
 tokatmangali.com,1,112,2014-06-17,2014-06-18,80
 tonysbilvard.com,1,122,2014-07-13,2014-07-15,80
 www.ircfast2.com,5,112,2011-07-25,2014-07-08,80
 179.ns1631261.com,1,102,2014-06-09,2014-06-26,8080
 a518.g.akamai.net,35,102,2013-02-13,2014-04-07,80
 api.opencandy.com,1,82,2011-02-01,2014-07-14,80
 babibobo.3322.org,1,27,2013-12-15,2014-04-28,800
 beforeunhook.info,29,100,2014-04-19,2014-06-06,
 ftp.yesimcopy.com,4,127,2014-07-16,2014-07-16,21
 fyb1.shagua911.cn,1,67,2011-09-15,2014-05-04,80
 gtszylcd.3322.org,25,120,2010-08-11,2014-01-24,80
 hack8023.3322.org,1,62,2013-03-26,2014-07-04,1723 3322
 hits.informer.com,5,97,2011-11-07,2014-07-14,80
 homar22.no-ip.org,1,92,2014-01-14,2014-05-07,81
 music-storage.net,1,62,2014-03-31,2014-07-04,80
 rutorrentfiles.ru,1,82,2013-11-14,2014-07-08,80
 sarican.no-ip.org,1,62,2014-07-04,2014-07-04,81
 steve.dxstorm.com,1,122,2014-05-10,2014-06-18,443
 teamirc.no-ip.org,9,57,2014-05-08,2014-05-08,6667
 useast1.kxcdn.com,35,123,2013-09-29,2014-06-19,80
 www.thanksoft.com,35,113,2013-01-02,2014-06-05,80
 app2.winsoft98.com,1,67,2010-12-01,2014-07-05,80
 i1.megagetnews.net,5,127,2014-03-30,2014-07-17,80
 installer.zugo.com,17,125,2012-02-09,2014-07-12,80
 oshelveticagnk.com,1,70,2013-10-21,2014-07-11,80
 payrollbureaux.com,1,87,2014-04-03,2014-04-08,80
 photovideoarts.com,1,90,2013-08-26,2014-05-28,80
 s2010218.f3322.org,1,87,2014-01-29,2014-04-06,2014 80
 skylineinc-inc.biz,1,87,2014-05-14,2014-05-26,443
 trudeausociety.com,1,122,2013-11-27,2014-06-14,443
 usabilitytools.com,28,97,2013-12-04,2014-04-27,443
 wuulqmnklrys.co.uk,29,127,2014-02-27,2014-04-04,80
 www.iso-burner.com,35,109,2013-10-27,2014-06-01,80
 17668.hkxiaobao.com,1,97,2014-06-03,2014-07-07,1121 2015 17668
 6a348.api.socdn.com,5,72,2014-06-20,2014-07-09,80
 930fc.api.socdn.com,5,42,2014-06-28,2014-06-30,80
 components.zugo.com,35,61,2010-12-02,2014-06-16,80
 perso108-g5.free.fr,35,51,2013-11-13,2014-06-09,80
 websolutionmart.com,35,123,2014-02-01,2014-06-05,80
 younes300.zapto.org,1,57,2014-06-10,2014-06-10,1177
 4997.cache.01cdn.com,35,123,2014-01-15,2014-03-15,80
 561814785.qseach.com,1,120,2014-07-11,2014-07-11,80
 6cd87c.api.socdn.com,5,127,2014-07-04,2014-07-14,80
 826634526.qseach.com,1,120,2014-07-09,2014-07-09,80
 910554409.qseach.com,1,120,2012-08-07,2012-08-07,80
 935151577.qseach.com,1,120,2014-07-11,2014-07-11,80
 9f93b0.api.socdn.com,5,122,2014-06-30,2014-07-15,80
 aauqwkuaweoyqeem.org,29,125,2013-08-02,2014-07-03,80
 arthurgomes.ddns.net,1,82,2014-07-08,2014-07-08,7000
 download.movesky.net,35,57,2012-09-27,2014-05-21,80
 forces.hotelectro.ru,1,22,2014-05-24,2014-06-26,80
 manobaraka.no-ip.org,1,67,2013-08-13,2014-07-05,82 666 1234 2014 4321 4346
 pelican.heliacal.net,9,90,2013-08-14,2014-06-10,
 qq415813913.3322.org,1,97,2012-11-13,2014-05-18,9999
 specialvaccine.co.kr,24,49,2012-09-27,2014-04-30,80
 wangyue3322.3322.org,1,27,2012-09-21,2014-06-27,8000
 www.coresdabahia.com,1,117,2014-04-24,2014-06-17,80
 www.notrepinch.co.cc,29,45,2013-07-10,2014-07-12,80
 aanna74.eu.interia.pl,1,97,2013-11-01,2014-07-11,80
 blackstacie993.p-t.hk,1,102,2014-05-24,2014-07-12,80
 cdnus.detedifidiv.com,35,57,2014-05-02,2014-05-07,80
 dieuhr.sd.softonic.de,5,22,2014-06-24,2014-06-24,80
 down.autodefend.co.kr,35,119,2013-12-13,2014-04-18,80
 hitman.sd.softonic.fr,5,112,2012-08-13,2014-07-14,80
 os2.fileopenerapp.com,5,52,2014-04-24,2014-07-02,80
 vekjmfnugnsvxqw.co.uk,29,73,2014-05-24,2014-05-24,80
 www.seektoexplore.com,1,32,2014-05-21,2014-05-21,80
 501647844cnm.f3322.org,1,125,2014-07-17,2014-07-17,8000
 download.cyberlink.com,35,115,2013-08-29,2014-06-05,80
 e2265.b.akamaiedge.net,35,93,2014-01-23,2014-05-24,80
 forces.kupiskylinks.ru,1,72,2014-04-01,2014-07-06,80
 forces.mindmagazine.ru,1,32,2014-05-28,2014-06-28,80
 gaia09.sd.softonic.com,5,77,2013-09-30,2014-07-07,80
 installdrivergold.info,5,47,2013-05-22,2014-06-13,80
 newserver123.no-ip.org,1,67,2014-07-06,2014-07-06,812
 uchihamadara.zapto.org,25,120,2014-05-06,2014-05-06,12000
 update.config-ip.co.kr,24,113,2014-05-03,2014-07-03,80
 womretab.servegame.com,25,120,2014-04-09,2014-05-21,80
 www.plantillaexcel.com,35,123,2013-10-29,2014-06-01,80
 www.stylestylelife.com,5,35,2014-04-20,2014-06-05,80
 84yrwwqxx7.stolovka.org,1,122,2013-10-17,2014-06-04,8000
 blender.sd.softonic.com,5,40,2012-09-26,2014-06-24,80
 flash-swf-converter.com,35,117,2014-02-13,2014-05-09,80
 gmfiles.brothersoft.com,35,117,2011-09-17,2014-01-28,80
 jaist.dl.sourceforge.jp,35,51,2013-04-20,2014-06-09,80
 melaniegreenn.omgwtf.cl,1,97,2014-04-16,2014-05-06,80
 oliverstone.freeoda.com,1,87,2013-03-02,2014-05-05,80
 programas.gdsweb.com.ar,35,89,2013-04-01,2014-03-30,80
 www.midiillustrator.com,35,50,2014-04-04,2014-06-12,80
 1c36a.perfectchoice1.com,29,99,2014-04-29,2014-04-29,
 1dbc4.perfectchoice1.com,29,127,2014-04-10,2014-05-22,
 1fd37.perfectchoice1.com,29,127,2014-04-03,2014-05-12,
 20371.perfectchoice1.com,29,127,2014-03-26,2014-04-20,
 2135f.perfectchoice1.com,29,127,2014-03-26,2014-03-26,80
 21cb5.perfectchoice1.com,29,72,2014-03-14,2014-06-19,80
 260c3.perfectchoice1.com,29,100,2014-05-17,2014-05-25,
 26f2b.perfectchoice1.com,29,122,2014-05-07,2014-06-06,
 5dkzmpzgtlccb1l.bicaj.ru,1,112,2014-06-10,2014-07-13,80
 diablo-ii.sd.softonic.it,5,72,2014-07-03,2014-07-05,80
 download.splendidnet.net,1,52,2013-12-15,2014-07-02,80
 internal.splendidnet.net,35,85,2013-11-10,2014-05-30,80
 tampa.fl.us.undernet.org,9,83,2010-11-27,2014-06-03,6667
 upstat.livecleaner.co.kr,24,81,2013-10-02,2014-06-01,80
 whbqzxlxkszdybmlmtrc.com,1,40,2014-07-14,2014-07-14,80
 www.directdownloader.com,35,127,2012-07-12,2014-07-16,80
 secure.awayfrommydesk.com,30,72,2013-11-11,2014-05-02,80
 simtractor.sd.softonic.pl,5,77,2014-03-02,2014-07-07,80
 update.vaccinedrive.co.kr,24,46,2014-05-24,2014-05-24,80
 winrar.sd.nl.softonic.com,5,107,2013-08-15,2014-07-14,80
 winrar.ud.en.softonic.com,5,127,2012-07-28,2014-07-16,80
 www.acevideoconverter.com,35,69,2013-10-29,2014-06-18,80
 antispyware-quick-scan.com,24,121,2014-02-04,2014-07-11,80
 bitlord.sd.nl.softonic.com,5,62,2014-04-18,2014-07-03,80
 keynote.sd.en.softonic.com,5,45,2013-08-06,2014-05-15,80
 licecap.sd.en.softonic.com,5,65,2013-12-03,2014-07-14,80
 zoo-empire.sd.softonic.com,5,40,2014-05-08,2014-05-08,80
 gidiware.tk.hostinghood.com,27,51,2014-05-02,2014-05-02,80
 mail.dqwjnewkwefewamail.com,1,22,2014-05-31,2014-06-16,443
 qyhwfe0yjl.upasinfection.ru,29,127,2014-04-09,2014-04-11,
 ultravpn.sd.en.softonic.com,5,45,2012-06-27,2014-05-06,80
 warframe.sd.nl.softonic.com,5,97,2014-06-28,2014-07-11,80
 ac3filter.sd.en.softonic.com,5,22,2012-05-22,2014-06-26,80
 firefox-1.ud.en.softonic.com,5,45,2014-07-06,2014-07-06,80
 huwpbayukukplveicybudxcdm.ru,29,127,2014-06-01,2014-06-09,80
 m6681.nb.host192-168-1-2.com,1,30,2014-05-02,2014-05-02,80
 virtualdrive.sd.softonic.com,5,35,2012-06-28,2014-06-11,80
 cirhenrxshdxfalfdyhipbzhay.ru,29,127,2014-06-01,2014-06-05,80
 crash-time.sd.nl.softonic.com,5,102,2014-07-12,2014-07-12,80
 d27foqb3kkzkt9.cloudfront.net,35,111,2013-08-08,2014-05-22,80
 e28707.nb.host192-168-1-2.com,1,82,2014-05-04,2014-05-04,80
 hijackthis.sd.en.softonic.com,5,117,2013-11-13,2014-07-15,80
 load.software-storedigital.ru,1,112,2014-03-24,2014-07-14,80
 winamp-5-lite.sd.softonic.com,5,67,2014-07-05,2014-07-05,80
 camtasia-studio.sd.softonic.it,5,82,2012-09-19,2014-07-14,80
 dll-files-fixer.sd.softonic.com,5,117,2014-07-15,2014-07-15,80
 j8078.nb.host-domain-lookup.com,1,120,2014-05-04,2014-05-04,80
 toolwiz-care.sd.en.softonic.com,5,107,2012-07-27,2014-07-13,80
 winrar-64bit.ud.en.softonic.com,5,40,2012-10-06,2014-07-07,80
 c29007.nb.host-domain-lookup.com,1,120,2014-05-04,2014-05-04,80
 d14341.nb.host-domain-lookup.com,1,120,2014-05-06,2014-05-06,80
 g-data-antivirus.sd.softonic.com,5,30,2014-03-28,2014-07-13,80
 ofeafmtkqccaaiqkmzbeojsusemmf.ru,29,127,2014-06-01,2014-06-05,80
 w18366.nb.host-domain-lookup.com,1,120,2014-05-07,2014-05-07,80
 wdp-converter.sd.en.softonic.com,5,22,2014-06-25,2014-06-25,80
 classic-doom-3.sd.softonic.com.br,5,40,2014-05-08,2014-05-08,80
 geekuninstaller.sd.en.softonic.com,5,25,2013-02-05,2013-12-20,80
 sam-broadcaster.sd.softonic.com.br,5,50,2014-05-10,2014-05-10,80
 windows-movie-maker.sd.softonic.fr,5,55,2012-10-27,2014-07-08,80
 magic_photo_recovery.sd.softonic.it,5,55,2014-03-01,2014-03-01,80
 protected-folder.sd.en.softonic.com,5,52,2014-06-25,2014-06-25,80
 duplicate-file-finder.sd.softonic.it,5,25,2014-03-18,2014-03-27,80
 moo0-multidesktop.sd.softonic.com.br,5,35,2013-12-10,2014-06-30,80
 flurry-screensaver.sd.en.softonic.com,5,117,2014-05-24,2014-07-15,80
 rhinoceros-polyphonic.sd.softonic.com,5,77,2014-07-03,2014-07-04,80
 8c4e777fx18lav.entrapmentdoctor.uni.me,35,65,2014-06-16,2014-06-16,80
 adobe-shockwave-player.sd.softonic.com,5,42,2014-06-20,2014-07-12,80
 batman-arkham-asylum.sd.softonic.com.br,5,22,2013-04-26,2014-06-15,80
 free-download-manager.ud.en.softonic.com,5,82,2014-05-06,2014-07-08,80
 super-smash-battle-3d.sd.en.softonic.com,5,107,2013-08-06,2014-07-13,80
 a1742.g1.akamai.net.0.1.cn.akamaitech.net,35,61,2012-08-09,2014-06-14,80
 sothink-flashvideo-encoder.sd.softonic.fr,5,32,2014-06-28,2014-06-28,80
 microsoft-powerpoint-viewer.sd.softonic.it,5,32,2012-05-17,2014-06-27,80
 on-screen-keyboard-portable.sd.softonic.de,5,22,2014-06-26,2014-06-26,80
 1568e85lk5pk7z2c7l9ywv0o0y3i7o.ipcheker.com,1,87,2012-08-17,2012-08-17,80
 3594de0eq255ao975g0z63r323tof0.ipcheker.com,1,97,2014-07-11,2014-07-11,80
 4n9948f50px28hvwf0j4k5dc49t9y1.ipcheker.com,1,87,2012-09-24,2013-01-29,80
 5kci5lu66r7l2e79mj2iqo1h7t6cf3.ipcheker.com,1,92,2012-09-30,2012-10-06,80
 6jfdoye9pk4m0to41el301y0bk129t.ipcheker.com,1,87,2012-09-16,2013-01-09,80
 9ugx9m4bt5258t77n9kvperb409i99.ipcheker.com,1,97,2012-10-13,2012-10-18,80
 nokia-software-recovery-tool.sd.softonic.de,5,107,2014-06-29,2014-07-13,80
 x851wuwn47jw1z72xcvhn405l6zi69.ipcheker.com,1,82,2014-07-08,2014-07-08,80
 airdlrstatic.adaptablemediain.netdna-cdn.com,5,117,2012-11-17,2014-07-15,80
 9hdq6btwa6eglqalw8d40nz.cambrianangling.co.uk,35,65,2014-06-16,2014-06-16,80
 windows-7-usb-dvd-download-tool.sd.softonic.com,5,92,2014-03-25,2014-07-07,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-25-0-0-0-0-0-0-0-0-0-0-0-0-0.info,29,48,2013-12-13,2014-04-29,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-29-0-0-0-0-0-0-0-0-0-0-0-0-0.info,29,127,2013-10-26,2014-05-01,80
 dabb.tk,27,123,2012-11-08,2014-07-14,80
 vinj.co,1,65,2014-01-28,2014-06-07,80
 56838.com,35,85,2014-04-08,2014-06-11,8080
 bvhto.com,1,97,2013-07-23,2014-06-14,80
 cotsv.com,29,124,2013-08-15,2014-05-20,80
 mineme.tk,27,78,2013-12-21,2014-05-29,80
 o8.wha.la,25,120,2014-05-23,2014-05-23,12101
 pupwp.com,29,127,2013-08-15,2014-05-21,80
 888804.com,5,47,2014-02-24,2014-06-16,80
 bptran.net,29,77,2013-12-19,2014-05-28,
 cliphot.me,37,82,2014-07-03,2014-07-08,80
 l2zero.net,35,99,2014-05-03,2014-05-03,80
 mebreak.us,9,114,2014-05-01,2014-05-01,6969
 camfrog.com,35,51,2013-10-03,2014-06-09,80
 gatycoh.com,1,82,2011-11-03,2013-05-09,0 80
 gemez.ce.ms,27,78,2013-01-31,2014-05-29,80
 lygygin.com,1,127,2013-05-30,2014-07-09,80
 lymysan.com,1,117,2013-05-30,2014-07-03,80
 ns0.ovh.net,28,23,2013-07-04,2014-04-04,443
 qegyhig.com,1,117,2013-05-30,2014-07-05,80
 rucheat.net,5,117,2014-05-05,2014-05-05,80
 bc5.tyrle.ru,1,72,2014-02-12,2014-06-08,8800
 bitcity.info,1,42,2013-12-03,2014-05-02,80
 maitikio.com,1,117,2014-04-22,2014-06-08,443
 peterreh.com,1,102,2014-07-04,2014-07-08,80
 wh.ipvn6.com,1,117,2012-09-09,2014-06-13,8282
 80.wap517.net,29,115,2014-04-25,2014-05-22,
 arcadeweb.com,5,40,2012-02-06,2014-07-11,80
 desksware.com,35,63,2013-11-17,2014-06-15,80
 edimgroup.net,16,71,2014-06-14,2014-06-14,80
 google1.cx.cc,1,47,2011-09-01,2014-07-04,80
 i.findnow.biz,29,127,2013-11-20,2014-06-19,
 mira.vhost.hu,9,113,2014-07-02,2014-07-03,8830
 ntp.zapto.org,35,53,2012-11-11,2014-06-10,80
 oreo.zyns.com,29,72,2014-05-18,2014-05-23,
 orion-baet.su,27,121,2014-06-10,2014-06-28,80
 ouljuvkvn.com,1,57,2012-04-20,2014-06-03,443
 stylezip.info,35,127,2013-08-30,2014-06-15,80
 www.52lang.tk,27,92,2014-03-18,2014-06-12,80
 www.miidi.net,1,122,2014-04-01,2014-07-13,80
 1.nsvhn987.com,29,125,2013-03-02,2014-07-17,
 bigbossnet.net,27,84,2014-05-29,2014-06-04,80
 fimntlxswx.com,1,40,2012-03-12,2014-07-05,443
 fixyourusb.com,35,107,2013-09-12,2014-06-14,80
 multi-knigi.ru,1,102,2013-11-04,2014-07-14,80
 www.mtjyzx.com,1,32,2014-01-26,2014-07-02,80 10000 10001 10003
 www.newfax.net,29,127,2014-04-08,2014-04-27,80
 www.zyevid.com,40,122,2014-07-07,2014-07-15,8080
 xd.a7aneek.net,29,99,2013-02-08,2014-06-19,
 defie-guret.com,27,78,2014-05-29,2014-05-29,80
 download.drp.su,27,73,2013-01-14,2014-05-24,80
 happygolife.com,28,39,2013-08-08,2014-04-20,443
 knrqreojmk.info,29,100,2014-03-28,2014-04-25,80
